Survey year,Unitid,Institution name,OPEID,Campus ID, Campus Name,Institution Size,Murder/Non-negligent manslaughter,Negligent manslaughter,Sex offenses - Forcible,Rape,Fondling,Sex offenses - Non-forcible,Incest,Statutory rape,Robbery,Aggravated assault,Burglary,Motor vehicle theft,Arson
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,82,Minot,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,83,Mobile,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,84,Moody,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,85,Mountain Home,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,86,NAS Jacksonville,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,88,New Orleans,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,89,Norfolk,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,90,North Island,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,91,Northern Utah,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,92,San Francisco,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,93,Oceana,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,94,Offutt,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,95,Oklahoma City,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,96,Orlando,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,97,Palmdale,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,98,Patuxent River,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,99,Pensacola,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,100,Phoenix-Mesa,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,101,Portland,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,102,Ramstein,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,103,Robins,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,104,Rockford,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,105,Rota,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,106,San Antonio,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,107,San Diego,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,108,Savannah Area,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,109,Schofield Barracks,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,110,Schriever,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,111,Seattle,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,112,Seymour Johnson,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,113,Shaw,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,114,Sheppard AFB,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,115,Sigonella,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,116,Sky Harbor,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,117,Space Coast,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,118,Spangdahlem,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,119,Spokane,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,120,Tampa,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,121,Tacoma,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,122,Tallahassee,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,123,MacDill,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,124,Travis,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,125,Tucson,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,126,Tyndall,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,127,Vance,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,128,Vandenberg AFB,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,129,Ventura,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,130,Victorville,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,131,Whidbey Island,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,133,Wiesbaden,15320,0,0,0,,,0,,,0,0,0,0,0
2011,127158,Emily Griffith Technical College,00559600,1,Main Campus,2995,0,0,0,,,0,,,0,0,3,1,0
2011,447175,Empire Beauty School-Aurora,02173207,1,Empire Beauty School -AURORA- CO,134,0,0,0,,,0,,,0,0,0,0,0
2011,447166,Empire Beauty School-Littleton,02173206,1,Empire Beauty School - LITTLETON- CO,86,0,0,0,,,0,,,0,0,0,0,0
2011,128337,Empire Beauty School-Thornton,00757306,1,Empire Beauty School - Thornton- CO,141,0,0,0,,,0,,,0,0,0,0,0
2011,127185,Fort Lewis College,00135300,1,Main Campus,3841,0,0,3,,,0,,,0,0,8,0,3
2011,127200,Front Range Community College,00793300,1,Westminster Campus,20568,0,0,0,,,0,,,0,0,0,3,0
2011,127200,Front Range Community College,00793300,2,Larimer Campus,20568,0,0,0,,,0,,,0,0,0,0,0
